activity_nr,standard,issuance_date,initial_penalty,sic_code,naics_code,sector
133371,19100037 K02,1984-03-12,,2051,000000,Other sectors
133561,19100037 Q01,1984-03-27,,2653,000000,Other sectors
133629,19100037 Q01,1984-03-21,,3441,000000,Other sectors
133652,19100037 Q01,1984-03-21,,3585,000000,Other sectors
135640,19100037 Q01,1984-04-02,180.0,5461,000000,Other sectors
136341,19100037 K02,1984-02-07,,2269,000000,Other sectors
136564,19100037 K02,1984-02-29,,3843,000000,Other sectors
136564,19100037 B03,1984-02-29,,3843,000000,Other sectors
136564,19100037 B01,1984-02-29,,3843,000000,Other sectors
136564,19100037 Q05,1984-02-29,,3843,000000,Other sectors
136564,19100037 Q01,1984-02-29,,3843,000000,Other sectors
136713,19100037 Q02,1984-03-05,,5511,000000,Other sectors
136713,19100037 K02,1984-03-05,,5511,000000,Other sectors
136754,19100037 Q05,1984-03-05,,5099,000000,Other sectors
136754,19100037 Q01,1984-03-05,,5099,000000,Other sectors
137620,19100037 Q02,1984-03-16,,3444,000000,Other sectors
141341,19100037 K02,1984-05-03,,8062,000000,Other sectors
141663,19100037 K02,1984-08-03,,3291,000000,Other sectors
142307,19100037 Q01,1984-04-23,,2511,000000,Other sectors
142307,19100037 Q02,1984-04-23,,2511,000000,Other sectors
142380,19100037 K02,1984-03-20,,2299,000000,Other sectors
142661,19100037 K02,1984-03-12,,3317,000000,Other sectors
143859,19100037 Q01,1984-02-23,,3089,000000,Other sectors
144113,19100037 F06,1984-04-20,,3731,000000,Other sectors
144550,19100037 F02,1984-04-09,,3993,000000,Other sectors
147579,19100037 Q01,1984-02-17,,5511,000000,Other sectors
147579,19100037 Q02,1984-02-17,,5511,000000,Other sectors
147710,19100037 Q01,1984-05-03,,5169,000000,Other sectors
147710,19100037 Q02,1984-05-03,,5169,000000,Other sectors
147751,19100037 Q01,1984-05-17,,3679,000000,Other sectors
147751,19100037 K02,1984-05-17,,3679,000000,Other sectors
147819,19100037 K02,1984-04-26,,3089,000000,Other sectors
148510,19100037 Q01,1984-03-13,,3559,000000,Other sectors
148510,19100037 Q02,1984-03-13,,3559,000000,Other sectors
149468,19100037 I,1984-02-24,,3993,000000,Other sectors
149468,19100037 F06,1984-02-24,,3993,000000,Other sectors
149468,19100037 Q01,1984-02-24,,3993,000000,Other sectors
149492,19100037 Q01,1984-02-24,,2452,000000,Other sectors
149625,19100037 K02,1984-04-24,,3471,000000,Other sectors
149898,19100037 Q01,1984-03-26,,2851,000000,Other sectors
150342,19100037 Q01,1984-04-10,,3646,000000,Other sectors
153478,19100037 F01,1984-03-26,,2297,000000,Other sectors
153478,19100037 Q01,1984-03-26,,2297,000000,Other sectors
154658,19100037 K02,1984-03-28,,3567,000000,Other sectors
154922,19100037 Q01,1984-02-28,,3599,000000,Other sectors
156240,19100037 Q01,1984-04-18,,2095,000000,Other sectors
156380,19100037 Q01,1984-06-13,,3999,000000,Other sectors
156463,19100037 Q05,1984-04-04,,3949,000000,Other sectors
156539,19100037 Q01,1984-03-16,,5169,000000,Other sectors
156638,19100037 Q01,1984-04-03,,3599,000000,Other sectors
156695,19100037 Q05,1984-03-22,,2211,000000,Other sectors
156968,19100037 Q01,1984-03-27,,3999,000000,Other sectors
157354,19100037 K02,1984-04-30,,2851,000000,Other sectors
157404,19100037 Q02,1984-03-30,,2341,000000,Other sectors
157404,19100037 Q01,1984-03-30,,2341,000000,Other sectors
157404,19100037 K02,1984-03-30,,2341,000000,Other sectors
157578,19100037 Q01,1984-04-27,,3599,000000,Other sectors
157651,19100037 Q01,1984-04-26,,3599,000000,Other sectors
158352,19100037 Q02,1984-03-22,,3544,000000,Other sectors
158725,19100037 Q01,1984-03-23,,3544,000000,Other sectors
158949,19100037 Q05,1984-03-08,,2032,000000,Other sectors
159236,19100037 Q01,1984-05-01,,3366,000000,Other sectors
159970,19100037 Q01,1984-04-23,,3949,000000,Other sectors
159970,19100037 Q02,1984-04-23,,3949,000000,Other sectors
160044,19100037 Q01,1984-03-30,,2431,000000,Other sectors
160648,19100037 K02,1984-03-26,,2431,000000,Other sectors
160648,19100037 Q01,1984-03-26,,2431,000000,Other sectors
160663,19100037 Q02,1984-03-30,,2261,000000,Other sectors
160663,19100037 Q01,1984-03-30,,2261,000000,Other sectors
161067,19100037 Q02,1984-07-23,,3731,000000,Other sectors
161109,19100037 F06,1984-04-30,,3441,000000,Other sectors
161109,19100037 K02,1984-04-30,,3441,000000,Other sectors
162214,19100037 Q02,1984-02-09,,3471,000000,Other sectors
162685,19100037 Q05,1984-02-24,,3931,000000,Other sectors
164624,19100037 Q02,1984-02-23,,7322,000000,Other sectors
164624,19100037 K02,1984-02-23,,7322,000000,Other sectors
168740,19100037 Q05,1984-02-23,,3264,000000,Other sectors
168807,19100037 J,1984-02-07,,3999,000000,Other sectors
168807,19100037 Q01,1984-02-07,,3999,000000,Other sectors
168849,19100037 Q02,1984-02-10,,2899,000000,Other sectors
169185,19100037 Q01,1984-02-23,,3674,000000,Other sectors
169185,19100037 Q05,1984-02-23,,3674,000000,Other sectors
170332,19100037 K02,1984-05-31,,3089,000000,Other sectors
179085,19100037 F05,1984-04-12,280.0,2621,000000,Other sectors
179333,19100037 K02,1984-03-26,,3944,000000,Other sectors
179333,19100037 Q05,1984-03-26,,3944,000000,Other sectors
180182,19100037 G02,1984-03-02,400.0,2066,000000,Other sectors
180182,19100037 Q01,1984-03-08,,2066,000000,Other sectors
180182,19100037 K02,1984-03-08,,2066,000000,Other sectors
180182,19100037 Q02,1984-03-02,240.0,2066,000000,Other sectors
180240,19100037 K02,1984-05-22,,3312,000000,Other sectors
180398,19100037 Q01,1984-03-07,,3691,000000,Other sectors
180398,19100037 F05,1984-03-07,,3691,000000,Other sectors
180679,19100037 K02,1984-03-02,,3089,000000,Other sectors
180885,19100037 K02,1984-03-30,,3341,000000,Other sectors
180885,19100037 Q01,1984-03-30,,3341,000000,Other sectors
180992,19100037 G01,1984-03-02,,3496,000000,Other sectors
184069,19100037 F01,1984-08-08,350.0,3498,000000,Other sectors
184333,19100037 K02,1984-03-30,,3317,000000,Other sectors
186098,19100037 F01,1984-03-08,,3366,000000,Other sectors
186098,19100037 Q01,1984-03-08,,3366,000000,Other sectors
186189,19100037 K01,1984-03-21,,2269,000000,Other sectors
186437,19100037 K02,1984-05-07,,2541,000000,Other sectors
186437,19100037 Q01,1984-05-07,,2541,000000,Other sectors
186973,19100037 Q01,1984-03-29,,3443,000000,Other sectors
187872,19100037 K02,1984-03-30,,3443,000000,Other sectors
187872,19100037 Q01,1984-03-30,,3443,000000,Other sectors
188292,19100037 Q01,1984-02-01,,2519,000000,Other sectors
188359,19100037 Q02,1984-05-03,,3315,000000,Other sectors
188474,19100037 Q01,1984-03-28,,3479,000000,Other sectors
188649,19100037 K02,1984-02-28,280.0,3494,000000,Other sectors
188680,19100037 K02,1984-02-17,,3442,000000,Other sectors
189779,19100037 Q01,1984-02-23,,3273,000000,Other sectors
190355,19100037 Q01,1984-02-23,,5093,000000,Other sectors
190736,19100037 Q01,1984-05-31,,7532,000000,Other sectors
192112,19100037 Q02,1984-04-24,,3273,000000,Other sectors
194449,19260056 A,1984-03-16,,1771,000000,Other sectors
194506,19100037 F06,1984-04-23,,2086,000000,Other sectors
196667,19100037 K02,1984-03-23,,2258,000000,Other sectors
196691,19100037 K02,1984-02-28,,2257,000000,Other sectors
196709,19100037 Q01,1984-02-17,,3471,000000,Other sectors
196816,19100037 Q01,1984-02-17,,3471,000000,Other sectors
197137,19100037 Q01,1984-04-05,,3321,000000,Other sectors
197186,19100037 Q01,1984-03-13,,2273,000000,Other sectors
199257,19100037 K02,1984-04-06,,2451,000000,Other sectors
202820,19100037 K02,1984-03-30,,2431,000000,Other sectors
203059,19100037 Q02,1984-03-29,,2048,000000,Other sectors
203364,19100037 K02,1984-02-02,,2051,000000,Other sectors
203455,19100037 Q01,1984-02-09,,3429,000000,Other sectors
206805,19100037 K02,1984-04-06,,2512,000000,Other sectors
211938,19100037 Q01,1984-02-27,,2015,000000,Other sectors
212043,19100037 Q02,1984-03-07,,4225,000000,Other sectors
212605,19100037 Q01,1984-03-07,,2512,000000,Other sectors
214163,19100037 Q01,1984-04-30,,3441,000000,Other sectors
221838,19100037 Q05,1984-04-09,,3711,000000,Other sectors
221838,19100037 F05,1984-04-09,,3711,000000,Other sectors
224147,19100037 F02,1984-03-20,,8999,000000,Other sectors
224147,19100037 Q05,1984-03-20,,8999,000000,Other sectors
229369,19100037 Q01,1984-02-17,,3442,000000,Other sectors
229427,19100037 Q01,1984-02-16,,2541,000000,Other sectors
233866,19100037 Q01,1984-04-25,,2241,000000,Other sectors
236307,19100037 G01,1984-03-26,,2621,000000,Other sectors
236307,19100037 Q02,1984-03-26,,2621,000000,Other sectors
240010,19100037 Q01,1984-03-20,,3732,000000,Other sectors
241117,19100037 Q02,1984-04-12,,2621,000000,Other sectors
241117,19100037 K02,1984-04-12,,2621,000000,Other sectors
241802,19100037 K02,1984-03-14,,2678,000000,Other sectors
241802,19100037 Q06,1984-03-14,,2678,000000,Other sectors
241802,19100037 F06,1984-03-14,,2678,000000,Other sectors
242743,19100037 Q01,1984-05-22,,3431,000000,Other sectors
242883,19100037 F05,1984-02-02,,3694,000000,Other sectors
243618,19100037 Q02,1984-04-24,,2621,000000,Other sectors
250431,19100037 K02,1984-04-19,,7379,000000,Other sectors
251595,19100037 J,1984-02-13,,3531,000000,Other sectors
257055,19100037 Q01,1984-02-13,,2011,000000,Other sectors
259176,19100037 Q02,1984-04-02,,3462,000000,Other sectors
259762,19100037 Q01,1984-03-16,,2392,000000,Other sectors
260844,19100037 F01,1984-03-28,,3281,000000,Other sectors
261701,19100037 J,1984-05-01,,2653,000000,Other sectors
267005,19100037 K02,1984-04-05,,3312,000000,Other sectors
269670,19100037 K02,1984-04-17,,3089,000000,Other sectors
270066,19100037 F06,1984-03-02,,3429,000000,Other sectors
272567,19100037 K01,1984-02-02,,5812,000000,Other sectors
272591,19100037 K02,1984-03-29,100.0,3321,000000,Other sectors
273185,19100037 K02,1984-04-13,,3089,000000,Other sectors
273185,19100037 Q01,1984-04-13,,3089,000000,Other sectors
278051,19100037 K02,1984-04-19,,3089,000000,Other sectors
285684,19100037 Q01,1984-03-20,,3613,000000,Other sectors
289157,19100037 Q01,1984-04-05,,5311,000000,Other sectors
292516,19100037 Q01,1984-03-23,,3471,000000,Other sectors
295220,19100037 F05,1984-04-05,640.0,3523,000000,Other sectors
296038,19100037 Q01,1984-02-10,,3448,000000,Other sectors
296061,19100037 Q01,1984-02-13,,3952,000000,Other sectors
296343,19100037 K02,1984-02-13,,3069,000000,Other sectors
296962,19100037 F01,1984-03-01,,3568,000000,Other sectors
297556,19100037 F01,1984-03-12,,2541,000000,Other sectors
298786,19100037 K02,1984-03-30,,2893,000000,Other sectors
298927,19100037 Q01,1984-03-30,,1521,000000,Other sectors
298927,19100037 Q05,1984-03-30,,1521,000000,Other sectors
298943,19100037 Q01,1984-04-11,,3646,000000,Other sectors
305250,19100037 Q01,1984-02-23,,3444,000000,Other sectors
314385,19260056 A,1984-05-18,,1711,000000,Other sectors
316836,19100037 Q01,1984-02-13,,3069,000000,Other sectors
317180,19100037 Q01,1984-02-22,,2434,000000,Other sectors
322545,19100037 Q02,1984-06-04,,5153,000000,Other sectors
323881,19100037 Q02,1984-03-08,,3443,000000,Other sectors
323881,19100037 Q01,1984-03-08,,3443,000000,Other sectors
329557,19100037 Q01,1984-03-23,,3053,000000,Other sectors
330464,19100037 Q01,1984-03-02,,7384,000000,Other sectors
370296,19100037 K02,1984-03-29,,4412,000000,Other sectors
370411,19100037 Q01,1984-03-29,,7389,000000,Other sectors
376475,19100037 Q02,1984-03-01,,3498,000000,Other sectors
378323,19260056 A,1984-02-24,,1542,000000,Other sectors
382515,19100037 K02,1984-03-28,,5411,000000,Other sectors
385450,19100037 Q02,1984-02-17,,3674,000000,Other sectors
386003,19100037 K02,1984-02-15,,3721,000000,Other sectors
393140,19100037 Q02,1984-03-15,,2051,000000,Other sectors
393249,19100037 Q02,1984-03-30,,3451,000000,Other sectors
393579,19100037 F01,1984-02-27,,5013,000000,Other sectors
393579,19100037 Q01,1984-02-27,,5013,000000,Other sectors
394163,19100037 K02,1984-02-16,,3366,000000,Other sectors
394189,19100037 Q01,1984-02-15,,2393,000000,Other sectors
394189,19100037 K02,1984-02-15,,2393,000000,Other sectors
394411,19100037 K02,1984-02-15,,2531,000000,Other sectors
395087,19100037 Q06,1984-03-05,,3555,000000,Other sectors
395913,19100037 Q02,1984-03-27,,3089,000000,Other sectors
395913,19100037 K02,1984-03-27,,3089,000000,Other sectors
396044,19100037 Q05,1984-02-22,,2789,000000,Other sectors
405720,19100037 K02,1984-03-28,,2092,000000,Other sectors
406595,19260056 A,1984-02-07,,1541,000000,Other sectors
416610,19100037 Q01,1984-02-17,,2086,000000,Other sectors
432732,19100037 Q01,1984-02-01,,2434,000000,Other sectors
432922,19100037 K02,1984-02-17,,4226,000000,Other sectors
437558,19100037 Q01,1984-02-27,,4952,000000,Other sectors
437632,19100037 Q01,1984-02-27,,4952,000000,Other sectors
437756,19100037 Q01,1984-02-13,,2599,000000,Other sectors
437905,19100037 Q01,1984-02-24,,4213,000000,Other sectors
437905,19100037 F01,1984-02-24,72.0,4213,000000,Other sectors
437905,19100037 K02,1984-02-24,60.0,4213,000000,Other sectors
438721,19100037 Q01,1984-02-14,,1799,000000,Other sectors
438853,19100037 Q01,1984-02-15,,5511,000000,Other sectors
438861,19100037 Q01,1984-02-17,,1542,000000,Other sectors
438960,19100037 Q01,1984-02-17,,1629,000000,Other sectors
441063,19100037 F06,1984-04-12,,5211,000000,Other sectors
441998,19100037 K02,1984-03-30,,8211,000000,Other sectors
442269,19100037 K02,1984-04-04,,7538,000000,Other sectors
443143,19100037 K02,1984-03-26,,9199,000000,Other sectors
443663,19100037 Q01,1984-04-06,,8211,000000,Other sectors
443861,19100037 K02,1984-04-06,,8211,000000,Other sectors
443986,19100037 K02,1984-03-29,,8211,000000,Other sectors
444182,19100037 Q01,1984-03-29,,8211,000000,Other sectors
444554,19100037 Q01,1984-03-13,,3451,000000,Other sectors
444869,19100037 K02,1984-04-02,,3711,000000,Other sectors
444869,19100037 Q04,1984-04-02,,3711,000000,Other sectors
445064,19100037 Q1,1984-03-06,,5992,000000,Other sectors
445627,19100037 F05,1984-03-19,,7699,000000,Other sectors
445668,19100037 Q02,1984-03-15,,7331,000000,Other sectors
445668,19100037 Q05,1984-03-15,,7331,000000,Other sectors
445668,19100037 Q01,1984-03-15,,7331,000000,Other sectors
447623,19100037 Q01,1984-02-28,,5511,000000,Other sectors
448068,19100037 Q01,1984-02-28,,7216,000000,Other sectors
449058,19100037 Q1,1984-03-01,,2038,000000,Other sectors
449199,19100037 Q1,1984-02-14,,5031,000000,Other sectors
449199,19100037 J,1984-02-14,,5031,000000,Other sectors
449199,19100037 G5,1984-02-14,,5031,000000,Other sectors
449199,19100037 B3,1984-02-14,,5031,000000,Other sectors
449280,19100037 Q01,1984-03-15,,2657,000000,Other sectors
449355,19100037 Q01,1984-02-23,,8211,000000,Other sectors
449363,19100037 Q1,1984-03-02,,4212,000000,Other sectors
449645,19100037 K02,1984-03-19,,3089,000000,Other sectors
449819,19100037 Q01,1984-02-16,,9211,000000,Other sectors
449900,19100037 Q01,1984-02-07,,2451,000000,Other sectors
450460,19100037 Q01,1984-03-06,,9311,000000,Other sectors
450502,19100037 Q01,1984-02-16,,2092,000000,Other sectors
463638,19100037 Q01,1984-03-02,,3069,000000,Other sectors
463760,19100037 Q01,1984-03-21,,3443,000000,Other sectors
463984,19100037 Q02,1984-03-02,,3442,000000,Other sectors
464834,19100037 Q07,1984-02-27,,9229,000000,Other sectors
465328,19100037 Q08,1984-03-05,,2011,000000,Other sectors
466268,19100037 Q01,1984-04-03,,2013,000000,Other sectors
472860,19100037 G01,1984-02-16,,8210,000000,Other sectors
473322,19100037 Q01,1984-03-01,,9190,000000,Other sectors
474072,19100037 Q02,1984-03-12,,9190,000000,Other sectors
474262,19100037 Q01,1984-03-15,,9190,000000,Other sectors
477778,19100037 K02,1984-03-14,,3714,000000,Other sectors
478370,19100037 Q02,1984-02-13,,3541,000000,Other sectors
478578,19100037 Q01,1984-03-16,,2011,000000,Other sectors
478933,19100037 Q02,1984-03-20,,3069,000000,Other sectors
480350,19100037 Q01,1984-02-27,,2431,000000,Other sectors
481143,19100037 Q01,1984-03-16,,3089,000000,Other sectors
483289,19100037 K02,1984-03-27,,3471,000000,Other sectors
483313,19100037 Q05,1984-03-26,,2761,000000,Other sectors
483388,19100037 Q01,1984-03-22,,2394,000000,Other sectors
501742,19100037 K02,1984-03-07,,2752,000000,Other sectors
502146,19100037 Q01,1984-04-10,,3231,000000,Other sectors
502484,19100037 H01,1984-03-21,,3291,000000,Other sectors
505446,19100037 Q01,1984-01-30,,5311,000000,Other sectors
505453,19100037 Q01,1984-01-30,,5411,000000,Other sectors
505461,19100037 Q01,1984-02-08,,9199,000000,Other sectors
505487,19100037 Q01,1984-02-13,,5013,000000,Other sectors
505669,19100037 Q01,1984-01-30,,3089,000000,Other sectors
505750,19100037 Q01,1984-01-27,,5812,000000,Other sectors
505933,19100037 Q01,1984-02-14,,2051,000000,Other sectors
505941,19100037 Q01,1984-02-10,,2051,000000,Other sectors
506139,19100037 Q01,1984-02-28,,2035,000000,Other sectors
506162,19100037 Q01,1984-02-23,,2048,000000,Other sectors
506204,19100037 Q02,1984-02-24,,5112,000000,Other sectors
506204,19100037 Q01,1984-02-24,,5112,000000,Other sectors
506246,19100037 Q01,1984-02-24,,3531,000000,Other sectors
506378,19100037 K02,1984-02-28,,5411,000000,Other sectors
506410,19100037 Q01,1984-02-16,,3955,000000,Other sectors
506758,19100037 Q02,1984-02-23,,4210,000000,Other sectors
506758,19100037 Q01,1984-02-23,,4210,000000,Other sectors
506824,19100037 Q01,1984-02-22,,3552,000000,Other sectors
507004,19100037 Q01,1984-02-20,,4813,000000,Other sectors
507012,19100037 Q01,1984-02-20,,2211,000000,Other sectors
507046,19100037 Q01,1984-02-16,,3546,000000,Other sectors
507061,19100037 Q01,1984-03-02,,2076,000000,Other sectors
507079,19100037 Q01,1984-02-28,,2051,000000,Other sectors
507178,19100037 Q01,1984-02-17,,3449,000000,Other sectors
522748,19100037 Q02,1984-02-28,,2011,000000,Other sectors
522789,19100037 Q02,1984-02-27,,2834,000000,Other sectors
522821,19100037 Q02,1984-03-05,,2782,000000,Other sectors
522821,19100037 Q01,1984-03-05,,2782,000000,Other sectors
522847,19260026,1984-03-01,,1781,000000,Other sectors
522904,19100037 Q02,1984-03-13,,2086,000000,Other sectors
525014,19100037 K02,1984-02-16,,3651,000000,Other sectors
525121,19100037 K02,1984-03-08,,3149,000000,Other sectors
525154,19100037 Q01,1984-03-09,,5941,000000,Other sectors
525279,19100037 Q02,1984-03-28,,3089,000000,Other sectors
526251,19100037 Q05,1984-04-13,,3143,000000,Other sectors
526418,19100037 K02,1984-04-10,,2329,000000,Other sectors
538678,19100037 Q02,1984-02-24,,5411,000000,Other sectors
538736,19100037 G01,1984-02-03,,3272,000000,Other sectors
538827,19100037 Q01,1984-02-13,,2512,000000,Other sectors
539957,19100037 F06,1984-02-27,,3442,000000,Other sectors
540500,19100037 Q01,1984-03-02,,3272,000000,Other sectors
541748,19100037 Q01,1984-03-16,,2499,000000,Other sectors
542431,19100037 K02,1984-03-29,,3053,000000,Other sectors
543744,19100037 A,1984-04-05,,9229,000000,Other sectors
543744,19100037 J,1984-04-05,,9229,000000,Other sectors
543744,19100037 F01,1984-04-05,,9229,000000,Other sectors
543744,19100037 A,1984-04-05,,9229,000000,Other sectors
546127,19100037 Q02,1984-02-15,,5211,000000,Other sectors
546937,19100037 Q02,1984-02-07,,7690,000000,Other sectors
547059,19100037 Q01,1984-02-07,,5211,000000,Other sectors
547497,19100037 Q01,1984-03-16,,5112,000000,Other sectors
547497,19100037 Q02,1984-03-16,,5112,000000,Other sectors
547570,19100037 Q01,1984-03-05,,3589,000000,Other sectors
547638,19100037 Q01,1984-03-01,,3553,000000,Other sectors
552596,19100037 Q01,1984-04-06,,3273,000000,Other sectors
552620,19100037 K02,1984-04-13,,2796,000000,Other sectors
552620,19100037 Q01,1984-04-13,,2796,000000,Other sectors
552620,19100037 Q02,1984-04-13,,2796,000000,Other sectors
553107,19100037 Q01,1984-04-13,,2013,000000,Other sectors
553149,19100037 K02,1984-04-02,,5411,000000,Other sectors
553164,19100037 Q01,1984-05-02,,8210,000000,Other sectors
553164,19100037 K02,1984-05-02,,8210,000000,Other sectors
553164,19100037 Q05,1984-05-02,,8210,000000,Other sectors
553164,19100037 Q02,1984-05-02,,8210,000000,Other sectors
553305,19100037 J,1984-04-10,210.0,3273,000000,Other sectors
553339,19100037 Q01,1984-03-29,,3412,000000,Other sectors
553396,19100037 Q05,1984-04-13,,2257,000000,Other sectors
553586,19100037 Q01,1984-04-10,,4173,000000,Other sectors
553628,19100037 Q01,1984-04-12,,8011,000000,Other sectors
553693,19100037 Q01,1984-04-12,,4210,000000,Other sectors
553883,19100037 Q01,1984-04-19,,3272,000000,Other sectors
553933,19100037 Q01,1984-04-13,,2531,000000,Other sectors
554014,19100037 F06,1984-04-13,,5311,000000,Other sectors
554196,19100037 Q02,1984-03-29,,2048,000000,Other sectors
554238,19100037 Q01,1984-04-03,,5147,000000,Other sectors
554352,19100037 Q01,1984-03-28,,1711,000000,Other sectors
554477,19100037 Q01,1984-05-18,,2013,000000,Other sectors
554477,19100037 Q05,1984-04-04,,2013,000000,Other sectors
554477,19100037 Q02,1984-04-04,,2013,000000,Other sectors
554477,19100037 Q02,1984-05-18,,2013,000000,Other sectors
554477,19100037 Q05,1984-05-18,,2013,000000,Other sectors
554477,19100037 Q01,1984-04-04,,2013,000000,Other sectors
554543,19100037 Q02,1984-04-04,,2262,000000,Other sectors
554543,19100037 Q01,1984-04-04,,2262,000000,Other sectors
554600,19100037 Q01,1984-04-19,,2011,000000,Other sectors
554824,19100037 Q01,1984-04-06,,3089,000000,Other sectors
554873,19100037 Q01,1984-03-28,,2331,000000,Other sectors
554923,19100037 K02,1984-04-09,,7011,000000,Other sectors
555433,19100037 Q01,1984-04-11,,2521,000000,Other sectors
556076,19100037 Q01,1984-05-02,,2015,000000,Other sectors
556308,19100037 Q01,1984-04-12,,4212,000000,Other sectors
556530,19100037 Q01,1984-03-19,,8220,000000,Other sectors
556670,19100037 Q01,1984-03-19,,7513,000000,Other sectors
556845,19100037 Q02,1984-02-29,,3269,000000,Other sectors
556845,19100037 Q01,1984-02-29,,3269,000000,Other sectors
556928,19100037 Q02,1984-02-28,,5111,000000,Other sectors
556969,19100037 Q02,1984-02-29,,4210,000000,Other sectors
556969,19100037 Q01,1984-02-29,,4210,000000,Other sectors
557033,19100037 Q01,1984-04-05,,2426,000000,Other sectors
557256,19100037 Q01,1984-02-28,,2511,000000,Other sectors
557843,19100037 Q01,1984-03-19,,4225,000000,Other sectors
557843,19100037 Q02,1984-03-19,,4225,000000,Other sectors
558726,19100037 Q01,1984-03-23,,1389,000000,Other sectors
560110,19100037 Q01,1984-03-29,,0751,000000,Other sectors
560144,19100037 H01,1984-04-12,,2051,000000,Other sectors
569095,19100037 Q01,1984-04-02,,3743,000000,Other sectors
569137,19100037 Q02,1984-04-04,,2679,000000,Other sectors
569327,19100037 Q01,1984-03-21,,2631,000000,Other sectors
569970,19100037 Q02,1984-04-03,,2431,000000,Other sectors
570325,19100037 K02,1984-08-22,300.0,7389,000000,Other sectors
570366,19100037 Q01,1984-03-27,,3271,000000,Other sectors
570366,19100037 Q02,1984-03-27,,3271,000000,Other sectors
573626,19100037 Q01,1984-03-06,,7690,000000,Other sectors
573683,19100037 Q01,1984-03-16,,7690,000000,Other sectors
