activity_nr,standard,issuance_date,initial_penalty,sic_code,naics_code,sector
342286648,19100037 A03,2017-05-31,0.0,,,Unknown
342286648,19100037 B02,2017-05-31,4617.0,,,Unknown
342287802,19100037 A03,2017-07-27,337.5,,,Unknown
342288099,19100037 B06,2017-05-05,4900.0,,,Unknown
342288099,19100037 B04,2017-05-05,4900.0,,,Unknown
342288099,19100037 A03,2017-05-05,4900.0,,,Unknown
342289808,19100037 B02,2017-05-19,1630.0,,,Unknown
342290202,19100037 A04,2017-05-09,2800.0,,,Unknown
342290624,19100037 A04,2017-07-06,0.0,,,Unknown
342291242,19100037 B05,2017-05-11,300.0,,,Unknown
342291580,19100037 A03,2017-07-14,36215.0,,,Unknown
342292224,19100037 A03,2017-10-23,2716.0,,,Unknown
342292620,19100037 B02,2017-09-20,0.0,,,Unknown
342294006,19100037 A03,2017-09-06,0.0,,,Unknown
342294006,19100037 B02,2017-09-06,0.0,,,Unknown
342294154,19100037 E,2017-08-24,5387.0,,,Unknown
342294188,19100037 A04,2017-12-13,0.0,,,Unknown
342294907,19100037 A04,2018-01-17,0.0,,,Unknown
342295060,19100037 A04,2017-12-20,0.0,,,Unknown
342296894,19100037 A03,2017-05-12,375.0,,,Unknown
342296902,19100037 A03,2017-05-11,450.0,,,Unknown
342297512,19100037 B02,2017-09-22,0.0,,,Unknown
342297512,19100037 A03,2017-09-22,0.0,,,Unknown
342297959,19100037 A03,2017-09-29,49797.0,,,Unknown
342299179,19100037 B02,2017-05-31,0.0,,,Unknown
342299732,19100037 A03,2017-11-01,7967.0,,,Unknown
342301017,19100037 B02,2017-06-15,0.0,,,Unknown
342301280,19100037 A03,2017-05-24,0.0,,,Unknown
342301348,19100037 A04,2017-06-15,350.0,,,Unknown
342301348,19100037 A04,2017-06-15,0.0,,,Unknown
342301397,19100037 A03,2017-06-15,350.0,,,Unknown
342301777,19100037 B02,2017-06-26,5000.0,,,Unknown
342302460,19100037 A04,2017-05-31,0.0,,,Unknown
342302544,19100037 A03,2017-09-13,9959.0,,,Unknown
342302874,19100037 A03,2017-06-29,6300.0,,,Unknown
342302908,19100037 B02,2017-06-13,0.0,,,Unknown
342303021,19100037 B06,2017-08-09,300.0,,,Unknown
342304649,19100037 A01,2017-06-15,490.0,,,Unknown
342304920,19100037 B01,2017-08-02,0.0,,,Unknown
342304920,19100037 A03,2017-08-02,6157.0,,,Unknown
342305281,19100037 B06,2017-05-12,3500.0,,,Unknown
342305281,19100037 A04,2017-05-12,3500.0,,,Unknown
342305323,19100037 A03,2017-10-11,97597.0,,,Unknown
342305596,19100037 A03,2017-09-25,5071.0,,,Unknown
342305760,19100037 A03,2017-08-28,0.0,,,Unknown
342306883,19100037 B05,2017-07-14,0.0,,,Unknown
342307105,19100037 A03,2017-05-24,0.0,,,Unknown
342307105,19100037 B02,2017-05-24,0.0,,,Unknown
342308392,19100037 A03,2017-11-03,7171.0,,,Unknown
342309242,19100037 A03,2017-06-20,750.0,,,Unknown
342310125,19100037 B02,2017-05-26,0.0,,,Unknown
342311552,19100037 B02,2017-06-21,0.0,,,Unknown
